"id";"prefix";"vendor"
106535;"0016EC";Elitegroup Computer Systems Co.,Ltd.
106536;"0016ED";Utility, Inc
106537;"0016EE";Royaldigital Inc.
106538;"0016EF";Koko Fitness, Inc.
106539;"0016F0";Dell
106540;"0016F1";OmniSense, LLC
106541;"0016F2";Dmobile System Co., Ltd.
106542;"0016F3";CAST Information Co., Ltd
106543;"0016F4";Eidicom Co., Ltd.
106544;"0016F5";Dalian Golden Hualu Digital Technology Co.,Ltd
106545;"0016F6";Video Products Group
106546;"0016F7";L-3 Communications, Aviation Recorders
106547;"0016F8";AVIQTECH TECHNOLOGY CO., LTD.
106548;"0016F9";CETRTA POT, d.o.o., Kranj
106549;"0016FA";ECI Telecom Ltd.
106550;"0016FB";SHENZHEN MTC CO LTD
106551;"0016FC";TOHKEN CO.,LTD.
106552;"0016FD";Jaty Electronics
106553;"0016FE";ALPS ELECTRIC CO., LTD.
106554;"0016FF";Wamin Optocomm Mfg Corp
106555;"001700";ARRIS Group, Inc.
106556;"001701";KDE, Inc.
106557;"001702";Osung Midicom Co., Ltd
106558;"001703";MOSDAN Internation Co.,Ltd
106559;"001704";Shinco Electronics Group Co.,Ltd
106560;"001705";Methode Electronics
106561;"001706";Techfaithwireless Communication Technology Limited.
106562;"001707";InGrid, Inc
106563;"001708";Hewlett Packard
106564;"001709";Exalt Communications
106565;"00170A";INEW DIGITAL COMPANY
106566;"00170B";Contela, Inc.
106567;"00170C";Twig Com Ltd.
106568;"00170D";Dust Networks Inc.
106569;"00170E";Cisco Systems, Inc
106570;"00170F";Cisco Systems, Inc
106571;"001710";Casa Systems Inc.
106572;"001711";Cytiva Sweden AB
106573;"001712";ISCO International
106574;"001713";Tiger NetCom
106575;"001714";BR Controls Nederland bv
106576;"001715";Qstik
106577;"001716";Qno Technology Inc.
106578;"001717";Leica Geosystems AG
106579;"001718";Vansco Electronics Oy
106580;"001719";Audiocodes USA, Inc
106581;"00171A";Winegard Company
106582;"00171B";Innovation Lab Corp.
106583;"00171C";NT MicroSystems, Inc.
106584;"00171D";DIGIT
106585;"00171E";Theo Benning GmbH & Co. KG
106586;"00171F";IMV Corporation
106587;"001720";Image Sensing Systems, Inc.
106588;"001721";FITRE S.p.A.
106589;"001722";Hanazeder Electronic GmbH
106590;"001723";Summit Data Communications
106591;"001724";Studer Professional Audio GmbH
106592;"001725";Liquid Computing
106593;"001726";m2c Electronic Technology Ltd.
106594;"001727";Thermo Ramsey Italia s.r.l.
106595;"001728";Selex Communications
106596;"001729";Ubicod Co.LTD
106597;"00172A";Proware Technology Corp.(By Unifosa)
106598;"00172B";Global Technologies Inc.
106599;"00172C";TAEJIN INFOTECH
106600;"00172D";Axcen Photonics Corporation
106601;"00172E";FXC Inc.
106602;"00172F";NeuLion Incorporated
106603;"001730";Automation Electronics
106604;"001731";ASUSTek COMPUTER INC.
106605;"001732";"Science-Technical Center ""RISSA"""
106606;"001733";SFR
106607;"001734";ADC Telecommunications
106608;"001735";Intel Wireless Network Group
106609;"001736";iiTron Inc.
106610;"001737";Industrie Dial Face S.p.A.
106611;"001738";International Business Machines
106612;"001739";Bright Headphone Electronics Company
106613;"00173A";Cloudastructure Inc
106614;"00173B";Cisco Systems, Inc
106615;"00173C";Extreme Engineering Solutions
106616;"00173D";Neology
106617;"00173E";LeucotronEquipamentos Ltda.
106618;"00173F";Belkin International Inc.
106619;"001740";Bluberi Gaming Technologies Inc
106620;"001741";DEFIDEV
106621;"001742";FUJITSU LIMITED
106622;"001743";Deck Srl
106623;"001744";Araneo Ltd.
106624;"001745";INNOTZ CO., Ltd
106625;"001746";Freedom9 Inc.
106626;"001747";Trimble
106627;"001748";Neokoros Brasil Ltda
106628;"001749";HYUNDAE YONG-O-SA CO.,LTD
106629;"00174A";SOCOMEC
106630;"00174B";Nokia Danmark A/S
106631;"00174C";Millipore
106632;"00174D";DYNAMIC NETWORK FACTORY, INC.
106633;"00174E";Parama-tech Co.,Ltd.
106634;"00174F";iCatch Inc.
106635;"001750";GSI Group, MicroE Systems
106636;"001751";Online Corporation
106637;"001752";DAGS, Inc
106638;"001753";nFore Technology Inc.
106639;"001754";Arkino HiTOP Corporation Limited
106640;"001755";GE Security
106641;"001756";Vinci Labs Oy
106642;"001757";RIX TECHNOLOGY LIMITED
106643;"001758";ThruVision Ltd
106644;"001759";Cisco Systems, Inc
106645;"00175A";Cisco Systems, Inc
106646;"00175B";ACS Solutions Switzerland Ltd.
106647;"00175C";SHARP CORPORATION
106648;"00175D";Dongseo system.
106649;"00175E";Zed-3
106650;"00175F";XENOLINK Communications Co., Ltd.
106651;"001760";Naito Densei Machida MFG.CO.,LTD
106652;"001761";Private
106653;"001762";Solar Technology, Inc.
106654;"001763";Essentia S.p.A.
106655;"001764";ATMedia GmbH
106656;"001765";Nortel Networks
106657;"001766";Accense Technology, Inc.
106658;"001767";Earforce AS
106659;"001768";Zinwave Ltd
106660;"001769";Cymphonix Corp
106661;"00176A";Avago Technologies
106662;"00176B";Kiyon, Inc.
106663;"00176C";Pivot3, Inc.
106664;"00176D";CORE CORPORATION
106665;"00176E";DUCATI SISTEMI
106666;"00176F";PAX Computer Technology(Shenzhen) Ltd.
106667;"001770";Arti Industrial Electronics Ltd.
106668;"001771";APD Communications Ltd
106669;"001772";ASTRO Strobel Kommunikationssysteme GmbH
106670;"001773";Laketune Technologies Co. Ltd
106671;"001774";Elesta GmbH
106672;"001775";TTE Germany GmbH
106673;"001776";Meso Scale Diagnostics, LLC
106674;"001777";Obsidian Research Corporation
106675;"001778";Central Music Co.
106676;"001779";QuickTel
106677;"00177A";ASSA ABLOY AB
106678;"00177B";Azalea Networks inc
106679;"00177C";Smartlink Network Systems Limited
106680;"00177D";IDT Technology Limited
106681;"00177E";Meshcom Technologies Inc.
106682;"00177F";Worldsmart Retech
106683;"001780";Applied Biosystems B.V.
106684;"001781";Greystone Data System, Inc.
106685;"001782";LoBenn Inc.
106686;"001783";Texas Instruments
106687;"001784";ARRIS Group, Inc.
106688;"001785";Sparr Electronics Ltd
106689;"001786";wisembed
106690;"001787";Brother, Brother & Sons ApS
106691;"001788";Philips Lighting BV
106692;"001789";Zenitron Corporation
106693;"00178A";DARTS TECHNOLOGIES CORP.
106694;"00178B";Teledyne Technologies Incorporated
106695;"00178C";Independent Witness, Inc
106696;"00178D";Checkpoint Systems, Inc.
106697;"00178E";Gunnebo Cash Automation AB
106698;"00178F";NINGBO YIDONG ELECTRONIC CO.,LTD.
106699;"001790";HYUNDAI DIGITECH Co, Ltd.
106700;"001791";LinTech GmbH
106701;"001792";Falcom Wireless Comunications Gmbh
106702;"001793";Tigi Corporation
106703;"001794";Cisco Systems, Inc
106704;"001795";Cisco Systems, Inc
106705;"001796";Rittmeyer AG
106706;"001797";Telsy Elettronica S.p.A.
106707;"001798";Azonic Technology Co., LTD
106708;"001799";SmarTire Systems Inc.
106709;"00179A";D-Link Corporation
106710;"00179B";CHANT SINCERE CO.,LTD
106711;"00179C";DEPRAG SCHULZ GMBH u. CO.
106712;"00179D";Kelman Limited
106713;"00179E";Sirit Inc
106714;"00179F";Apricorn
106715;"0017A0";RoboTech srl
106716;"0017A1";"3soft inc."
106717;"0017A2";Camrivox Ltd.
106718;"0017A3";MIX s.r.l.
106719;"0017A4";Hewlett Packard
106720;"0017A5";Ralink Technology Corp
106721;"0017A6";YOSIN ELECTRONICS CO., LTD.
106722;"0017A7";Mobile Computing Promotion Consortium
106723;"0017A8";EDM Corporation
106724;"0017A9";Sentivision
106725;"0017AA";elab-experience inc.
106726;"0017AB";Nintendo Co., Ltd.
106727;"0017AC";O'Neil Product Development Inc.
106728;"0017AD";AceNet Corporation
106729;"0017AE";GAI-Tronics
106730;"0017AF";Enermet
106731;"0017B0";Nokia Danmark A/S
106732;"0017B1";ACIST Medical Systems, Inc.
106733;"0017B2";SK Telesys
106734;"0017B3";Aftek Infosys Limited
106735;"0017B4";Remote Security Systems, LLC
106736;"0017B5";Peerless Systems Corporation
106737;"0017B6";Aquantia Corporation
106738;"0017B7";Tonze Technology Co.
106739;"0017B8";NOVATRON CO., LTD.
106740;"0017B9";Gambro Lundia AB
106741;"0017BA";SEDO CO., LTD.
106742;"0017BB";Syrinx Industrial Electronics
106743;"0017BC";Touchtunes Music Corporation
106744;"0017BD";Tibetsystem
106745;"0017BE";Tratec Telecom B.V.
106746;"0017BF";Coherent Research Limited
106747;"0017C0";PureTech Systems, Inc.
106748;"0017C1";CM Precision Technology LTD.
106749;"0017C2";ADB Broadband Italia
106750;"0017C3";KTF Technologies Inc.
106751;"0017C4";Quanta Microsystems, INC.
106752;"0017C5";SonicWALL
106753;"0017C6";Cross Match Technologies Inc
106754;"0017C7";MARA Systems Consulting AB
106755;"0017C8";KYOCERA Display Corporation
106756;"0017C9";Samsung Electronics Co.,Ltd
106757;"0017CA";Qisda Corporation
106758;"0017CB";Juniper Networks
106759;"0017CC";Alcatel-Lucent
106760;"0017CD";CEC Wireless R&D Ltd.
106761;"0017CE";Screen Service Spa
106762;"0017CF";iMCA-GmbH
106763;"0017D0";Opticom Communications, LLC
106764;"0017D1";Nortel Networks
106765;"0017D2";THINLINX PTY LTD
106766;"0017D3";Etymotic Research, Inc.
106767;"0017D4";Monsoon Multimedia, Inc
106768;"0017D5";Samsung Electronics Co.,Ltd
106769;"0017D6";Bluechips Microhouse Co.,Ltd.
106770;"0017D7";ION Geophysical Corporation Inc.
106771;"0017D8";Magnum Semiconductor, Inc.
106772;"0017D9";AAI Corporation
106773;"0017DA";Spans Logic
106774;"0017DB";CANKO TECHNOLOGIES INC.
106775;"0017DC";DAEMYUNG ZERO1
106776;"0017DD";Clipsal Australia
106777;"0017DE";Advantage Six Ltd
106778;"0017DF";Cisco Systems, Inc
106779;"0017E0";Cisco Systems, Inc
106780;"0017E1";DACOS Technologies Co., Ltd.
106781;"0017E2";ARRIS Group, Inc.
106782;"0017E3";Texas Instruments
106783;"0017E4";Texas Instruments
106784;"0017E5";Texas Instruments
106785;"0017E6";Texas Instruments
106786;"0017E7";Texas Instruments
106787;"0017E8";Texas Instruments
106788;"0017E9";Texas Instruments
106789;"0017EA";Texas Instruments
106790;"0017EB";Texas Instruments
106791;"0017EC";Texas Instruments
106792;"0017ED";WooJooIT Ltd.
106793;"0017EE";ARRIS Group, Inc.
106794;"0017EF";IBM Corp
106795;"0017F0";SZCOM Broadband Network Technology Co.,Ltd
106796;"0017F1";Renu Electronics Pvt Ltd
106797;"0017F2";Apple, Inc.
106798;"0017F3";Harris Corporation
106799;"0017F4";ZERON ALLIANCE
106800;"0017F5";LIG NEOPTEK
106801;"0017F6";Pyramid Meriden Inc.
106802;"0017F7";CEM Solutions Pvt Ltd
106803;"0017F8";Motech Industries Inc.
106804;"0017F9";Forcom Sp. z o.o.
106805;"0017FA";Microsoft Corporation
106806;"0017FB";FA
106807;"0017FC";Suprema Inc.
106808;"0017FD";Amulet Hotkey
106809;"0017FE";TALOS SYSTEM INC.
106810;"0017FF";PLAYLINE Co.,Ltd.
106811;"001800";UNIGRAND LTD
106812;"001801";Actiontec Electronics, Inc
106813;"001802";Alpha Networks Inc.
106814;"001803";ArcSoft Shanghai Co. LTD
106815;"001804";E-TEK DIGITAL TECHNOLOGY LIMITED
106816;"001805";Beijing InHand Networking Technology Co.,Ltd.
106817;"001806";Hokkei Industries Co., Ltd.
106818;"001807";Fanstel Corp.
106819;"001808";SightLogix, Inc.
106820;"001809";CRESYN
106821;"00180A";Cisco Meraki
106822;"00180B";Brilliant Telecommunications
106823;"00180C";Optelian Access Networks
106824;"00180D";Terabytes Server Storage Tech Corp
106825;"00180E";Avega Systems
106826;"00180F";Nokia Danmark A/S
106827;"001810";IPTrade S.A.
106828;"001811";Neuros Technology International, LLC.
106829;"001812";Beijing Xinwei Telecom Technology Co., Ltd.
106830;"001813";Sony Mobile Communications Inc
106831;"001814";Mitutoyo Corporation
106832;"001815";GZ Technologies, Inc.
106833;"001816";Ubixon Co., Ltd.
106834;"001817";D. E. Shaw Research, LLC
106835;"001818";Cisco Systems, Inc
106836;"001819";Cisco Systems, Inc
106837;"00181A";AVerMedia Information Inc.
106838;"00181B";TaiJin Metal Co., Ltd.
106839;"00181C";Exterity Limited
106840;"00181D";ASIA ELECTRONICS CO.,LTD
106841;"00181E";GDX Technologies Ltd.
106842;"00181F";Palmmicro Communications
106843;"001820";w5networks
106844;"001821";SINDORICOH
106845;"001822";CEC TELECOM CO.,LTD.
106846;"001823";Delta Electronics, Inc.
106847;"001824";Kimaldi Electronics, S.L.
106848;"001825";Private
106849;"001826";Cale Access AB
106850;"001827";NEC UNIFIED SOLUTIONS NEDERLAND B.V.
106851;"001828";e2v technologies (UK) ltd.
106852;"001829";Gatsometer
106853;"00182A";Taiwan Video & Monitor
106854;"00182B";Softier
106855;"00182C";Ascend Networks, Inc.
106856;"00182D";Artec Design
106857;"00182E";XStreamHD
106858;"00182F";Texas Instruments
106859;"001830";Texas Instruments
106860;"001831";Texas Instruments
106861;"001832";Texas Instruments
106862;"001833";Texas Instruments
106863;"001834";Texas Instruments
106864;"001835";Thoratec / ITC
106865;"001836";REJ Co.,Ltd
106866;"001837";Universal ABIT Co., Ltd.
106867;"001838";PanAccess Communications,Inc.
106868;"001839";Cisco-Linksys, LLC
106869;"00183A";Westell Technologies Inc.
106870;"00183B";CENITS Co., Ltd.
106871;"00183C";Encore Software Limited
106872;"00183D";Vertex Link Corporation
106873;"00183E";Digilent, Inc
106874;"00183F";"2Wire Inc"
106875;"001840";"3 Phoenix, Inc."
106876;"001841";High Tech Computer Corp
106877;"001842";Nokia Danmark A/S
106878;"001843";Dawevision Ltd
106879;"001844";Heads Up Technologies, Inc.
106880;"001845";Pulsar-Telecom LLC.
106881;"001846";Crypto S.A.
106882;"001847";AceNet Technology Inc.
106883;"001848";Vecima Networks Inc.
106884;"001849";nVent, Schroff GmbH
106885;"00184A";Catcher, Inc.
106886;"00184B";Las Vegas Gaming, Inc.
106887;"00184C";Bogen Communications
106888;"00184D";NETGEAR
106889;"00184E";Lianhe Technologies, Inc.
106890;"00184F";"8 Ways Technology Corp."
106891;"001850";Secfone Kft
106892;"001851";SWsoft
106893;"001852";StorLink Semiconductors, Inc.
106894;"001853";Atera Networks LTD.
106895;"001854";Argard Co., Ltd
106896;"001855";Aeromaritime Systembau GmbH
106897;"001856";EyeFi, Inc
106898;"001857";Unilever R&D
106899;"001858";TagMaster AB
106900;"001859";Strawberry Linux Co.,Ltd.
106901;"00185A";uControl, Inc.
106902;"00185B";Network Chemistry, Inc
106903;"00185C";EDSLAB Technologies
106904;"00185D";TAIGUEN TECHNOLOGY (SHEN-ZHEN) CO., LTD.
106905;"00185E";Nexterm Inc.
106906;"00185F";TAC Inc.
106907;"001860";SIM Technology Group Shanghai Simcom Ltd.,
106908;"001861";Ooma, Inc.
106909;"001862";Seagate Technology
106910;"001863";Veritech Electronics Limited
106911;"001864";Eaton Corporation
106912;"001865";Siemens Healthcare Diagnostics Manufacturing Ltd
106913;"001866";Leutron Vision
106914;"001867";Datalogic ADC
106915;"001868";Cisco SPVTG
106916;"001869";KINGJIM
106917;"00186A";Global Link Digital Technology Co,.LTD
106918;"00186B";Sambu Communics CO., LTD.
106919;"00186C";Neonode AB
106920;"00186D";Zhenjiang Sapphire Electronic Industry CO.
106921;"00186E";"3Com Ltd"
106922;"00186F";Setha Industria Eletronica LTDA
106923;"001870";E28 Shanghai Limited
106924;"001871";Hewlett Packard
106925;"001872";Expertise Engineering
106926;"001873";Cisco Systems, Inc
106927;"001874";Cisco Systems, Inc
106928;"001875";AnaCise Testnology Pte Ltd
106929;"001876";WowWee Ltd.
106930;"001877";Amplex A/S
106931;"001878";Mackware GmbH
106932;"001879";dSys
106933;"00187A";Wiremold
106934;"00187B";"4NSYS Co. Ltd."
106935;"00187C";INTERCROSS, LLC
106936;"00187D";Armorlink Co .Ltd
106937;"00187E";RGB Spectrum
106938;"00187F";ZODIANET
106939;"001880";Maxim Integrated Products
106940;"001881";Buyang Electronics Industrial Co., Ltd
106941;"001882";HUAWEI TECHNOLOGIES CO.,LTD
106942;"001883";FORMOSA21 INC.
106943;"001884";Fon Technology S.L.
106944;"001885";Avigilon Corporation
106945;"001886";EL-TECH, INC.
106946;"001887";Metasystem SpA
106947;"001888";GOTIVE a.s.
106948;"001889";WinNet Solutions Limited
106949;"00188A";Infinova LLC
106950;"00188B";Dell Inc.
106951;"00188C";Mobile Action Technology Inc.
106952;"00188D";Nokia Danmark A/S
106953;"00188E";Ekahau, Inc.
106954;"00188F";Montgomery Technology, Inc.
106955;"001890";RadioCOM, s.r.o.
106956;"001891";Zhongshan General K-mate Electronics Co., Ltd
106957;"001892";ads-tec GmbH
106958;"001893";SHENZHEN PHOTON BROADBAND TECHNOLOGY CO.,LTD
106959;"001894";NPCore, Inc.
106960;"001895";Hansun Technologies Inc.
106961;"001896";Great Well Electronic LTD
106962;"001897";JESS-LINK PRODUCTS Co., LTD
106963;"001898";KINGSTATE ELECTRONICS CORPORATION
106964;"001899";ShenZhen jieshun Science&Technology Industry CO,LTD.
106965;"00189A";HANA Micron Inc.
106966;"00189B";Thomson Inc.
106967;"00189C";Weldex Corporation
106968;"00189D";Navcast Inc.
106969;"00189E";OMNIKEY GmbH.
106970;"00189F";Lenntek Corporation
106971;"0018A0";Cierma Ascenseurs
106972;"0018A1";Tiqit Computers, Inc.
106973;"0018A2";XIP Technology AB
106974;"0018A3";ZIPPY TECHNOLOGY CORP.
106975;"0018A4";ARRIS Group, Inc.
106976;"0018A5";ADigit Technologies Corp.
106977;"0018A6";Persistent Systems, LLC
106978;"0018A7";Yoggie Security Systems LTD.
106979;"0018A8";AnNeal Technology Inc.
106980;"0018A9";Ethernet Direct Corporation
106981;"0018AA";Protec Fire Detection plc
106982;"0018AB";BEIJING LHWT MICROELECTRONICS INC.
106983;"0018AC";Shanghai Jiao Da HISYS Technology Co. Ltd.
106984;"0018AD";NIDEC SANKYO CORPORATION
106985;"0018AE";TVT CO.,LTD
106986;"0018AF";Samsung Electronics Co.,Ltd
106987;"0018B0";Nortel Networks
106988;"0018B1";IBM Corp
106989;"0018B2";ADEUNIS RF
106990;"0018B3";TEC WizHome Co., Ltd.
106991;"0018B4";Dawon Media Inc.
106992;"0018B5";Magna Carta
106993;"0018B6";S3C, Inc.
106994;"0018B7";D3 LED, LLC
106995;"0018B8";New Voice International AG
106996;"0018B9";Cisco Systems, Inc
106997;"0018BA";Cisco Systems, Inc
106998;"0018BB";Eliwell Controls srl
106999;"0018BC";ZAO NVP Bolid
107000;"0018BD";SHENZHEN DVBWORLD TECHNOLOGY CO., LTD.
107001;"0018BE";ANSA Corporation
107002;"0018BF";Essence Technology Solution, Inc.
107003;"0018C0";ARRIS Group, Inc.
107004;"0018C1";Almitec Informática e Comércio
107005;"0018C2";Firetide, Inc
107006;"0018C3";CS Corporation
107007;"0018C4";Raba Technologies LLC
107008;"0018C5";Nokia Danmark A/S
107009;"0018C6";OPW Fuel Management Systems
107010;"0018C7";Real Time Automation
107011;"0018C8";ISONAS Inc.
107012;"0018C9";EOps Technology Limited
107013;"0018CA";Viprinet GmbH
107014;"0018CB";Tecobest Technology Limited
107015;"0018CC";AXIOHM SAS
107016;"0018CD";Erae Electronics Industry Co., Ltd
107017;"0018CE";Dreamtech Co., Ltd
107018;"0018CF";Baldor Electric Company
107019;"0018D0";AtRoad,  A Trimble Company
107020;"0018D1";Siemens Home & Office Comm. Devices
107021;"0018D2";High-Gain Antennas LLC
107022;"0018D3";TEAMCAST
107023;"0018D4";Unified Display Interface SIG
107024;"0018D5";REIGNCOM
107025;"0018D6";Swirlnet A/S
107026;"0018D7";JAVAD GNSS, Inc.
107027;"0018D8";ARCH METER Corporation
107028;"0018D9";Santosha Internatonal, Inc
107029;"0018DA";Würth Elektronik eiSos GmbH & Co. KG
107030;"0018DB";EPL Technology Ltd
107031;"0018DC";Prostar Co., Ltd.
107032;"0018DD";Silicondust Engineering Ltd
107033;"0018DE";Intel Corporate
107034;"0018DF";The Morey Corporation
107035;"0018E0";ANAVEO
107036;"0018E1";Verkerk Service Systemen
107037;"0018E2";Topdata Sistemas de Automacao Ltda
107038;"0018E3";Visualgate Systems, Inc.
